project_id,project_name,state,district,subdivision,block,project_type,contractor,je_incharge,ae_incharge,original_cost_cr,original_duration_months,elapsed_months,cumulative_expenditure_cr,physical_progress_pct,delayed_milestones_count,revisions_count,land_acquisition_risk_score,material_inflation_idx,planned_progress_pct,schedule_variance_pct,spend_burn_rate,cost_overrun_pct,time_overrun_months
BHR_BAN_2026_1738,National/State Highway 4-Lane Road Work - Banka North Block (Banka),Bihar,Banka,Banka Rural Sub-Division,Banka North Block,National/State Highway 4-Lane Road Work,Dilip Buildcon Ltd.,"Er. S. N. Pandey (Site Camp, Banka North Block)","Er. Rajeshwar Prasad (Div Office, Banka)",1021.04,56,14,124.37,14.1,0,1,7.9,119.5,25.0,-10.9,8.88,42.2,21.0
BHR_NAW_2026_1739,Railway Double Line & Track Electrification Work - Nawada North Block (Nawada),Bihar,Nawada,Nawada Rural Sub-Division,Nawada North Block,Railway Double Line & Track Electrification Work,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Nawada North Block)","Er. M. P. Sinha (Div Office, Nawada)",2014.96,55,10,215.79,8.0,1,0,4.6,114.7,18.2,-10.2,21.58,23.1,15.0
BHR_KHA_2026_1740,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Khagaria Sadar (Khagaria),Bihar,Khagaria,Khagaria Sadar Sub-Division,Khagaria Sadar,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Khagaria Sadar)","Er. K. K. Jha (Div Office, Khagaria)",3727.03,42,49,3274.92,75.6,3,0,5.3,120.9,100.0,-24.4,66.84,44.4,28.1
BHR_PAT_2026_1741,Urban Storm Drainage & Flood Embankment Protection - Bihta (Patna),Bihar,Patna,Danapur Sub-Div,Bihta,Urban Storm Drainage & Flood Embankment Protection,Dilip Buildcon Ltd.,"Er. Manoj Tiwary (Site Camp, Bihta)","Er. K. K. Jha (Div Office, Patna)",944.03,26,14,249.57,25.0,4,1,8.1,115.4,53.8,-28.8,17.83,53.0,43.6
BHR_KAI_2026_1742,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Kaimur West Block (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur West Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,NCC Limited,"Er. Manoj Tiwary (Site Camp, Kaimur West Block)","Er. K. K. Jha (Div Office, Kaimur)",2166.18,33,27,2338.23,78.9,2,0,7.2,119.6,81.8,-3.0,86.6,38.6,20.5
BHR_SIW_2026_1743,Railway Double Line & Track Electrification Work - Siwan Rural Area (Siwan),Bihar,Siwan,Siwan Rural Sub-Division,Siwan Rural Area,Railway Double Line & Track Electrification Work,NCC Limited,"Er. S. N. Pandey (Site Camp, Siwan Rural Area)","Er. M. P. Sinha (Div Office, Siwan)",328.75,40,47,418.44,91.1,1,1,9.2,117.0,100.0,-8.9,8.9,46.6,31.1
BHR_DAR_2026_1744,Railway Double Line & Track Electrification Work - Biraul Block (Darbhanga),Bihar,Darbhanga,Biraul Sub-Div,Biraul Block,Railway Double Line & Track Electrification Work,L&T Infrastructure Limited,"Er. Vikash Kumar (Site Camp, Biraul Block)","Er. M. P. Sinha (Div Office, Darbhanga)",3628.23,45,48,3486.99,72.1,5,1,8.6,127.6,100.0,-27.9,72.65,70.5,46.2
BHR_NAW_2026_1745,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Nawada Central (Nawada),Bihar,Nawada,Nawada Sadar Sub-Division,Nawada Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Afcons Infrastructure,"Er. Vikash Kumar (Site Camp, Nawada Central)","Er. K. K. Jha (Div Office, Nawada)",1940.92,21,8,452.91,19.7,2,0,8.0,134.3,38.1,-18.4,56.61,44.9,27.2
BHR_PUR_2026_1746,National/State Highway 4-Lane Road Work - Purnia South Block (Purnia),Bihar,Purnia,Purnia Rural Sub-Division,Purnia South Block,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. R. K. Singh (Site Camp, Purnia South Block)","Er. K. K. Jha (Div Office, Purnia)",372.38,25,23,221.7,60.5,0,0,4.3,121.6,92.0,-31.5,9.64,32.8,13.4
BHR_PUR_2026_1747,National/State Highway 4-Lane Road Work - Purnia Rural Area (Purnia),Bihar,Purnia,Purnia Rural Sub-Division,Purnia Rural Area,National/State Highway 4-Lane Road Work,NCC Limited,"Er. A. K. Mishra (Site Camp, Purnia Rural Area)","Er. Sunil Verma (Div Office, Purnia)",1515.1,21,23,906.32,54.8,1,2,3.5,135.0,100.0,-45.2,39.41,66.7,37.4
BHR_WES_2026_1748,National/State Highway 4-Lane Road Work - West Champaran (Bettiah) South Block (West Champaran (Bettiah)),Bihar,West Champaran (Bettiah),West Champaran (Bettiah) Rural Sub-Division,West Champaran (Bettiah) South Block,National/State Highway 4-Lane Road Work,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, West Champaran (Bettiah) South Block)","Er. M. P. Sinha (Div Office, West Champaran (Bettiah))",2203.32,39,21,635.78,26.2,4,1,7.7,127.1,53.8,-27.7,30.28,63.5,41.1
BHR_MUN_2026_1749,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Munger Central (Munger),Bihar,Munger,Munger Sadar Sub-Division,Munger Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. R. K. Singh (Site Camp, Munger Central)","Er. Sunil Verma (Div Office, Munger)",2993.96,21,16,1568.67,39.5,1,0,3.3,113.8,76.2,-36.7,98.04,26.2,16.0
BHR_KAI_2026_1750,Railway Double Line & Track Electrification Work - Kaimur North Block (Kaimur),Bihar,Kaimur,Kaimur Rural Sub-Division,Kaimur North Block,Railway Double Line & Track Electrification Work,Afcons Infrastructure,"Er. Manoj Tiwary (Site Camp, Kaimur North Block)","Er. M. P. Sinha (Div Office, Kaimur)",2625.94,19,7,377.28,13.1,2,2,4.7,119.8,36.8,-23.8,53.9,62.4,32.5
BHR_SHE_2026_1751,Urban Storm Drainage & Flood Embankment Protection - Sheikhpura Rural Area (Sheikhpura),Bihar,Sheikhpura,Sheikhpura Rural Sub-Division,Sheikhpura Rural Area,Urban Storm Drainage & Flood Embankment Protection,Dilip Buildcon Ltd.,"Er. S. N. Pandey (Site Camp, Sheikhpura Rural Area)","Er. M. P. Sinha (Div Office, Sheikhpura)",2150.57,51,13,310.31,13.7,0,2,7.9,113.5,25.5,-11.8,23.87,49.1,26.9
BHR_SHE_2026_1752,National/State Highway 4-Lane Road Work - Sheohar North Block (Sheohar),Bihar,Sheohar,Sheohar Rural Sub-Division,Sheohar North Block,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. A. K. Mishra (Site Camp, Sheohar North Block)","Er. M. P. Sinha (Div Office, Sheohar)",3450.07,20,26,2295.18,64.4,1,0,8.3,112.0,100.0,-35.6,88.28,37.3,30.2
BHR_JAM_2026_1753,National/State Highway 4-Lane Road Work - Jamui Sadar (Jamui),Bihar,Jamui,Jamui Sadar Sub-Division,Jamui Sadar,National/State Highway 4-Lane Road Work,Dilip Buildcon Ltd.,"Er. Manoj Tiwary (Site Camp, Jamui Sadar)","Er. K. K. Jha (Div Office, Jamui)",794.72,46,48,638.68,74.9,5,1,5.5,113.7,100.0,-25.1,13.31,59.0,39.8
BHR_SIW_2026_1754,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Siwan East Block (Siwan),Bihar,Siwan,Siwan Sadar Sub-Division,Siwan East Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,L&T Infrastructure Limited,"Er. Manoj Tiwary (Site Camp, Siwan East Block)","Er. M. P. Sinha (Div Office, Siwan)",1306.18,39,46,1241.95,84.9,5,0,6.4,125.4,100.0,-15.1,27.0,41.5,31.6
BHR_MAD_2026_1755,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Madhepura West Block (Madhepura),Bihar,Madhepura,Madhepura Sadar Sub-Division,Madhepura West Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Afcons Infrastructure,"Er. Manoj Tiwary (Site Camp, Madhepura West Block)","Er. Rajeshwar Prasad (Div Office, Madhepura)",2458.24,26,23,1502.79,46.2,9,0,7.5,115.2,88.5,-42.2,65.34,69.1,53.5
BHR_BAN_2026_1756,Railway Double Line & Track Electrification Work - Banka East Block (Banka),Bihar,Banka,Banka Sadar Sub-Division,Banka East Block,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. Vikash Kumar (Site Camp, Banka East Block)","Er. K. K. Jha (Div Office, Banka)",2093.73,32,24,712.21,35.6,3,2,6.2,121.2,75.0,-39.4,29.68,66.8,43.3
BHR_JEH_2026_1757,Urban Storm Drainage & Flood Embankment Protection - Jehanabad East Block (Jehanabad),Bihar,Jehanabad,Jehanabad Sadar Sub-Division,Jehanabad East Block,Urban Storm Drainage & Flood Embankment Protection,Dilip Buildcon Ltd.,"Er. A. K. Mishra (Site Camp, Jehanabad East Block)","Er. Sunil Verma (Div Office, Jehanabad)",1309.46,19,12,814.51,51.9,3,2,7.7,113.2,63.2,-11.3,67.88,62.7,36.4
BHR_VAI_2026_1758,Railway Overbridge (ROB) & Flyover Construction - Vaishali (Hajipur) North Block (Vaishali (Hajipur)),Bihar,Vaishali (Hajipur),Vaishali (Hajipur) Rural Sub-Division,Vaishali (Hajipur) North Block,Railway Overbridge (ROB) & Flyover Construction,NCC Limited,"Er. Vikash Kumar (Site Camp, Vaishali (Hajipur) North Block)","Er. K. K. Jha (Div Office, Vaishali (Hajipur))",3759.29,32,18,1670.03,46.7,3,1,6.1,134.4,56.2,-9.5,92.78,51.1,32.3
BHR_KHA_2026_1759,National/State Highway 4-Lane Road Work - Khagaria Rural Area (Khagaria),Bihar,Khagaria,Khagaria Rural Sub-Division,Khagaria Rural Area,National/State Highway 4-Lane Road Work,Bihar Dynamic Infra - Joint Venture,"Er. R. K. Singh (Site Camp, Khagaria Rural Area)","Er. Sunil Verma (Div Office, Khagaria)",3268.52,18,20,2111.84,69.6,1,0,8.4,115.2,100.0,-30.4,105.59,38.9,27.9
BHR_SUP_2026_1760,National/State Highway 4-Lane Road Work - Supaul Rural Area (Supaul),Bihar,Supaul,Supaul Rural Sub-Division,Supaul Rural Area,National/State Highway 4-Lane Road Work,Bihar Dynamic Infra - Joint Venture,"Er. Manoj Tiwary (Site Camp, Supaul Rural Area)","Er. M. P. Sinha (Div Office, Supaul)",2271.04,30,34,1424.79,62.3,2,2,5.5,110.3,100.0,-37.7,41.91,60.0,38.7
BHR_NAW_2026_1761,Urban Storm Drainage & Flood Embankment Protection - Nawada East Block (Nawada),Bihar,Nawada,Nawada Sadar Sub-Division,Nawada East Block,Urban Storm Drainage & Flood Embankment Protection,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Nawada East Block)","Er. K. K. Jha (Div Office, Nawada)",251.32,44,23,78.3,21.8,2,0,5.4,122.4,52.3,-30.5,3.4,40.4,22.1
BHR_DAR_2026_1762,National/State Highway 4-Lane Road Work - Ghanshyampur (Darbhanga),Bihar,Darbhanga,Biraul Sub-Div,Ghanshyampur,National/State Highway 4-Lane Road Work,Bihar Dynamic Infra - Joint Venture,"Er. Vikash Kumar (Site Camp, Ghanshyampur)","Er. M. P. Sinha (Div Office, Darbhanga)",3183.21,32,27,2172.6,70.8,3,2,6.0,120.5,84.4,-13.5,80.47,63.5,37.2
BHR_MAD_2026_1763,Railway Double Line & Track Electrification Work - Madhepura South Block (Madhepura),Bihar,Madhepura,Madhepura Rural Sub-Division,Madhepura South Block,Railway Double Line & Track Electrification Work,NCC Limited,"Er. A. K. Mishra (Site Camp, Madhepura South Block)","Er. M. P. Sinha (Div Office, Madhepura)",810.13,21,5,146.41,16.3,3,1,7.3,132.8,23.8,-7.5,29.28,55.5,28.1
BHR_ARA_2026_1764,National/State Highway 4-Lane Road Work - Araria Central (Araria),Bihar,Araria,Araria Sadar Sub-Division,Araria Central,National/State Highway 4-Lane Road Work,NCC Limited,"Er. A. K. Mishra (Site Camp, Araria Central)","Er. K. K. Jha (Div Office, Araria)",2015.72,48,40,1227.19,49.0,3,0,3.4,117.3,83.3,-34.3,30.68,39.0,23.2
BHR_NAL_2026_1765,Railway Double Line & Track Electrification Work - Nalanda Sadar (Nalanda),Bihar,Nalanda,Nalanda Sadar Sub-Division,Nalanda Sadar,Railway Double Line & Track Electrification Work,Dilip Buildcon Ltd.,"Er. S. N. Pandey (Site Camp, Nalanda Sadar)","Er. Sunil Verma (Div Office, Nalanda)",3144.74,41,25,1438.87,41.0,3,1,6.3,125.0,61.0,-20.0,57.55,52.1,30.8
BHR_BUX_2026_1766,Railway Double Line & Track Electrification Work - Buxar West Block (Buxar),Bihar,Buxar,Buxar Sadar Sub-Division,Buxar West Block,Railway Double Line & Track Electrification Work,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, Buxar West Block)","Er. K. K. Jha (Div Office, Buxar)",1046.98,54,6,44.62,4.7,2,0,3.6,126.1,11.1,-6.4,7.44,29.3,15.9
BHR_LAK_2026_1767,Urban Storm Drainage & Flood Embankment Protection - Lakhisarai Rural Area (Lakhisarai),Bihar,Lakhisarai,Lakhisarai Rural Sub-Division,Lakhisarai Rural Area,Urban Storm Drainage & Flood Embankment Protection,Dilip Buildcon Ltd.,"Er. R. K. Singh (Site Camp, Lakhisarai Rural Area)","Er. K. K. Jha (Div Office, Lakhisarai)",2436.46,28,19,1769.38,54.0,1,0,4.3,121.3,67.9,-13.9,93.13,27.2,16.1
BHR_SHE_2026_1768,Railway Overbridge (ROB) & Flyover Construction - Sheohar Sadar (Sheohar),Bihar,Sheohar,Sheohar Sadar Sub-Division,Sheohar Sadar,Railway Overbridge (ROB) & Flyover Construction,Afcons Infrastructure,"Er. Vikash Kumar (Site Camp, Sheohar Sadar)","Er. K. K. Jha (Div Office, Sheohar)",179.06,25,20,85.33,33.2,0,0,7.6,129.2,80.0,-46.8,4.27,43.8,28.2
BHR_MUZ_2026_1769,Urban Storm Drainage & Flood Embankment Protection - Katra (Muzaffarpur),Bihar,Muzaffarpur,Muzaffarpur West Sub-Div,Katra,Urban Storm Drainage & Flood Embankment Protection,NCC Limited,"Er. A. K. Mishra (Site Camp, Katra)","Er. M. P. Sinha (Div Office, Muzaffarpur)",549.64,27,31,276.35,38.7,0,0,8.5,136.5,100.0,-61.3,8.91,58.7,32.7
BHR_GAY_2026_1770,Urban Storm Drainage & Flood Embankment Protection - Tekari (Gaya),Bihar,Gaya,Tekari Sub-Div,Tekari,Urban Storm Drainage & Flood Embankment Protection,Dilip Buildcon Ltd.,"Er. S. N. Pandey (Site Camp, Tekari)","Er. K. K. Jha (Div Office, Gaya)",1120.16,49,27,587.53,40.0,3,3,8.5,119.7,55.1,-15.1,21.76,83.0,51.3
BHR_AUR_2026_1771,Urban Storm Drainage & Flood Embankment Protection - Aurangabad Sadar (Aurangabad),Bihar,Aurangabad,Aurangabad Sadar Sub-Division,Aurangabad Sadar,Urban Storm Drainage & Flood Embankment Protection,Bihar Dynamic Infra - Joint Venture,"Er. Vikash Kumar (Site Camp, Aurangabad Sadar)","Er. Sunil Verma (Div Office, Aurangabad)",2982.64,47,26,1720.73,42.2,0,0,6.0,128.0,55.3,-13.2,66.18,34.3,14.3
BHR_GAY_2026_1772,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Atri (Gaya),Bihar,Gaya,Neemchak Bathani Sub-Div,Atri,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Dilip Buildcon Ltd.,"Er. Vikash Kumar (Site Camp, Atri)","Er. Rajeshwar Prasad (Div Office, Gaya)",1011.21,49,41,880.01,85.1,3,1,8.5,137.6,83.7,1.4,21.46,53.5,33.9
BHR_PAT_2026_1773,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Patna Sadar (Patna),Bihar,Patna,Patna Sadar Sub-Div,Patna Sadar,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Dilip Buildcon Ltd.,"Er. S. N. Pandey (Site Camp, Patna Sadar)","Er. M. P. Sinha (Div Office, Patna)",2174.3,30,29,2386.3,88.7,2,0,8.2,110.6,96.7,-7.9,82.29,30.6,25.5
BHR_SUP_2026_1774,National/State Highway 4-Lane Road Work - Supaul Sadar (Supaul),Bihar,Supaul,Supaul Sadar Sub-Division,Supaul Sadar,National/State Highway 4-Lane Road Work,L&T Infrastructure Limited,"Er. Vikash Kumar (Site Camp, Supaul Sadar)","Er. M. P. Sinha (Div Office, Supaul)",360.71,26,19,174.15,33.4,2,1,7.2,113.3,73.1,-39.6,9.17,55.3,34.1
BHR_ROH_2026_1775,National/State Highway 4-Lane Road Work - Rohtas Rural Area (Rohtas),Bihar,Rohtas,Rohtas Rural Sub-Division,Rohtas Rural Area,National/State Highway 4-Lane Road Work,Bihar Dynamic Infra - Joint Venture,"Er. Manoj Tiwary (Site Camp, Rohtas Rural Area)","Er. K. K. Jha (Div Office, Rohtas)",1712.31,51,23,721.83,43.0,1,0,3.5,120.8,45.1,-2.1,31.38,18.6,7.1
BHR_PUR_2026_1776,National/State Highway 4-Lane Road Work - Purnia Rural Area (Purnia),Bihar,Purnia,Purnia Rural Sub-Division,Purnia Rural Area,National/State Highway 4-Lane Road Work,L&T Infrastructure Limited,"Er. Manoj Tiwary (Site Camp, Purnia Rural Area)","Er. K. K. Jha (Div Office, Purnia)",1395.86,50,53,989.07,54.5,3,0,8.1,113.8,100.0,-45.5,18.66,53.3,38.0
BHR_BHO_2026_1777,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Bhojpur Central (Bhojpur),Bihar,Bhojpur,Bhojpur Sadar Sub-Division,Bhojpur Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. Manoj Tiwary (Site Camp, Bhojpur Central)","Er. K. K. Jha (Div Office, Bhojpur)",946.17,57,20,300.55,28.2,4,0,7.9,118.1,35.1,-6.8,15.03,38.6,27.7
BHR_WES_2026_1778,National/State Highway 4-Lane Road Work - West Champaran (Bettiah) West Block (West Champaran (Bettiah)),Bihar,West Champaran (Bettiah),West Champaran (Bettiah) Sadar Sub-Division,West Champaran (Bettiah) West Block,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, West Champaran (Bettiah) West Block)","Er. Rajeshwar Prasad (Div Office, West Champaran (Bettiah))",1228.0,38,17,574.79,35.2,2,0,6.0,135.6,44.7,-9.5,33.81,42.4,16.0
BHR_MAD_2026_1779,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Madhubani Rural Area (Madhubani),Bihar,Madhubani,Madhubani Rural Sub-Division,Madhubani Rural Area,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,GVR Infra Projects,"Er. R. K. Singh (Site Camp, Madhubani Rural Area)","Er. Rajeshwar Prasad (Div Office, Madhubani)",1575.93,44,38,518.44,32.0,4,0,8.5,135.1,86.4,-54.3,13.64,66.5,42.7
BHR_SAH_2026_1780,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Saharsa Central (Saharsa),Bihar,Saharsa,Saharsa Sadar Sub-Division,Saharsa Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Patel Engineering,"Er. Vikash Kumar (Site Camp, Saharsa Central)","Er. M. P. Sinha (Div Office, Saharsa)",3793.3,48,37,2105.59,64.6,2,1,4.5,128.3,77.1,-12.4,56.91,43.4,21.5
BHR_BAN_2026_1781,National/State Highway 4-Lane Road Work - Banka North Block (Banka),Bihar,Banka,Banka Rural Sub-Division,Banka North Block,National/State Highway 4-Lane Road Work,Afcons Infrastructure,"Er. S. N. Pandey (Site Camp, Banka North Block)","Er. Rajeshwar Prasad (Div Office, Banka)",907.72,50,34,663.45,58.7,1,3,4.1,128.1,68.0,-9.3,19.51,66.0,35.1
BHR_LAK_2026_1782,Urban Storm Drainage & Flood Embankment Protection - Lakhisarai Rural Area (Lakhisarai),Bihar,Lakhisarai,Lakhisarai Rural Sub-Division,Lakhisarai Rural Area,Urban Storm Drainage & Flood Embankment Protection,Patel Engineering,"Er. Manoj Tiwary (Site Camp, Lakhisarai Rural Area)","Er. Rajeshwar Prasad (Div Office, Lakhisarai)",784.63,26,25,953.76,98.0,3,0,6.9,132.1,96.2,1.8,38.15,35.8,20.3
BHR_JAM_2026_1783,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Jamui North Block (Jamui),Bihar,Jamui,Jamui Rural Sub-Division,Jamui North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Dilip Buildcon Ltd.,"Er. Manoj Tiwary (Site Camp, Jamui North Block)","Er. M. P. Sinha (Div Office, Jamui)",1680.82,36,13,242.28,14.8,2,1,3.4,123.4,36.1,-21.3,18.64,47.5,27.5
BHR_ARA_2026_1784,National/State Highway 4-Lane Road Work - Araria Rural Area (Araria),Bihar,Araria,Araria Rural Sub-Division,Araria Rural Area,National/State Highway 4-Lane Road Work,Bihar Dynamic Infra - Joint Venture,"Er. R. K. Singh (Site Camp, Araria Rural Area)","Er. Sunil Verma (Div Office, Araria)",2715.32,26,5,442.72,15.1,5,0,7.2,124.7,19.2,-4.2,88.54,41.6,33.7
BHR_BUX_2026_1785,Railway Double Line & Track Electrification Work - Buxar East Block (Buxar),Bihar,Buxar,Buxar Sadar Sub-Division,Buxar East Block,Railway Double Line & Track Electrification Work,NCC Limited,"Er. A. K. Mishra (Site Camp, Buxar East Block)","Er. M. P. Sinha (Div Office, Buxar)",1238.4,34,39,948.78,66.8,2,2,4.2,119.0,100.0,-33.2,24.33,65.9,41.0
BHR_MAD_2026_1786,National/State Highway 4-Lane Road Work - Madhepura Rural Area (Madhepura),Bihar,Madhepura,Madhepura Rural Sub-Division,Madhepura Rural Area,National/State Highway 4-Lane Road Work,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, Madhepura Rural Area)","Er. M. P. Sinha (Div Office, Madhepura)",302.24,44,5,46.19,10.7,3,2,7.7,116.5,11.4,-0.6,9.24,63.1,34.5
BHR_PUR_2026_1787,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Purnia Central (Purnia),Bihar,Purnia,Purnia Sadar Sub-Division,Purnia Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,GVR Infra Projects,"Er. A. K. Mishra (Site Camp, Purnia Central)","Er. Sunil Verma (Div Office, Purnia)",3437.26,55,54,2689.85,69.8,5,1,7.3,108.2,98.2,-28.3,49.81,58.3,46.1
BHR_MUZ_2026_1788,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Marwan (Muzaffarpur),Bihar,Muzaffarpur,Muzaffarpur West Sub-Div,Marwan,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Patel Engineering,"Er. A. K. Mishra (Site Camp, Marwan)","Er. Sunil Verma (Div Office, Muzaffarpur)",2412.9,37,31,2582.23,87.2,2,0,6.3,114.8,83.8,3.4,83.3,24.0,20.3
BHR_SAH_2026_1789,Railway Overbridge (ROB) & Flyover Construction - Saharsa South Block (Saharsa),Bihar,Saharsa,Saharsa Rural Sub-Division,Saharsa South Block,Railway Overbridge (ROB) & Flyover Construction,L&T Infrastructure Limited,"Er. R. K. Singh (Site Camp, Saharsa South Block)","Er. Sunil Verma (Div Office, Saharsa)",2824.91,34,14,1081.97,34.1,3,2,4.4,108.8,41.2,-7.1,77.28,50.6,29.9
BHR_KAI_2026_1790,National/State Highway 4-Lane Road Work - Kaimur Central (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur Central,National/State Highway 4-Lane Road Work,NCC Limited,"Er. R. K. Singh (Site Camp, Kaimur Central)","Er. K. K. Jha (Div Office, Kaimur)",3741.23,18,16,3290.29,74.1,6,1,8.2,124.0,88.9,-14.8,205.64,71.6,42.3
BHR_KAI_2026_1791,Urban Storm Drainage & Flood Embankment Protection - Kaimur West Block (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur West Block,Urban Storm Drainage & Flood Embankment Protection,Patel Engineering,"Er. S. N. Pandey (Site Camp, Kaimur West Block)","Er. Rajeshwar Prasad (Div Office, Kaimur)",2662.99,18,24,2554.96,93.9,3,0,4.9,126.1,100.0,-6.1,106.46,31.6,17.5
BHR_KAI_2026_1792,Railway Overbridge (ROB) & Flyover Construction - Kaimur Rural Area (Kaimur),Bihar,Kaimur,Kaimur Rural Sub-Division,Kaimur Rural Area,Railway Overbridge (ROB) & Flyover Construction,NCC Limited,"Er. Manoj Tiwary (Site Camp, Kaimur Rural Area)","Er. M. P. Sinha (Div Office, Kaimur)",3138.51,45,30,1119.2,33.6,4,0,3.1,131.4,66.7,-33.0,37.31,47.2,29.2
BHR_BHA_2026_1793,Railway Overbridge (ROB) & Flyover Construction - Narayanpur (Bhagalpur),Bihar,Bhagalpur,Naugachia Sub-Div,Narayanpur,Railway Overbridge (ROB) & Flyover Construction,Dilip Buildcon Ltd.,"Er. R. K. Singh (Site Camp, Narayanpur)","Er. Rajeshwar Prasad (Div Office, Bhagalpur)",1887.94,37,14,296.51,14.1,2,0,8.5,134.7,37.8,-23.7,21.18,45.7,26.9
BHR_BUX_2026_1794,National/State Highway 4-Lane Road Work - Buxar South Block (Buxar),Bihar,Buxar,Buxar Rural Sub-Division,Buxar South Block,National/State Highway 4-Lane Road Work,Afcons Infrastructure,"Er. S. N. Pandey (Site Camp, Buxar South Block)","Er. M. P. Sinha (Div Office, Buxar)",2266.96,27,4,349.83,13.2,1,0,8.1,134.7,14.8,-1.6,87.46,29.4,18.4
BHR_BUX_2026_1795,Railway Overbridge (ROB) & Flyover Construction - Buxar West Block (Buxar),Bihar,Buxar,Buxar Sadar Sub-Division,Buxar West Block,Railway Overbridge (ROB) & Flyover Construction,L&T Infrastructure Limited,"Er. Vikash Kumar (Site Camp, Buxar West Block)","Er. Sunil Verma (Div Office, Buxar)",2175.61,45,28,731.54,24.6,1,1,6.4,117.2,62.2,-37.7,26.13,50.4,32.3
BHR_SAM_2026_1796,National/State Highway 4-Lane Road Work - Samastipur West Block (Samastipur),Bihar,Samastipur,Samastipur Sadar Sub-Division,Samastipur West Block,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. Manoj Tiwary (Site Camp, Samastipur West Block)","Er. Sunil Verma (Div Office, Samastipur)",2527.08,37,9,536.0,19.3,1,1,7.9,115.4,24.3,-5.1,59.56,42.4,27.5
BHR_NAL_2026_1797,Railway Overbridge (ROB) & Flyover Construction - Nalanda West Block (Nalanda),Bihar,Nalanda,Nalanda Sadar Sub-Division,Nalanda West Block,Railway Overbridge (ROB) & Flyover Construction,Patel Engineering,"Er. Vikash Kumar (Site Camp, Nalanda West Block)","Er. K. K. Jha (Div Office, Nalanda)",477.58,34,19,357.1,58.4,2,3,9.0,128.5,55.9,2.5,18.79,74.6,41.6
BHR_BHA_2026_1798,Railway Overbridge (ROB) & Flyover Construction - Narayanpur (Bhagalpur),Bihar,Bhagalpur,Naugachia Sub-Div,Narayanpur,Railway Overbridge (ROB) & Flyover Construction,Dilip Buildcon Ltd.,"Er. R. K. Singh (Site Camp, Narayanpur)","Er. Rajeshwar Prasad (Div Office, Bhagalpur)",2093.66,26,33,1707.97,95.0,2,3,9.3,135.9,100.0,-5.0,51.76,74.3,43.1
